type,client,tx,amount
deposit,419,50799,12
withdrawal,148,50807,9
withdrawal,659,50808,5
withdrawal,476,50815,18
withdrawal,243,50816,17
withdrawal,385,50817,6
dispute,649,690
deposit,652,50822,5
chargeback,649,690
withdrawal,601,50824,8
deposit,308,50827,4
dispute,494,34444
deposit,440,50830,5
withdrawal,493,50835,7
chargeback,494,34444
deposit,33,50844,4
withdrawal,935,50846,18
withdrawal,568,50847,7
withdrawal,958,50848,7
withdrawal,66,50849,10
withdrawal,761,50854,11
withdrawal,488,50855,12
withdrawal,899,50863,8
withdrawal,838,50865,5
dispute,92,17682
withdrawal,97,50878,17
deposit,490,50881,8
dispute,490,3453
resolve,92,17682
chargeback,490,3453
withdrawal,419,50895,12
deposit,386,50897,4
deposit,25,50900,12
deposit,674,50904,15
deposit,580,50907,2
withdrawal,125,50911,19
deposit,605,50914,12
withdrawal,479,50920,8
withdrawal,486,50926,2
withdrawal,617,50927,5
withdrawal,282,50945,3
dispute,854,48167
withdrawal,113,50948,6
deposit,793,50951,14
withdrawal,288,50954,4
deposit,307,50961,9
withdrawal,989,50962,7
chargeback,854,48167
withdrawal,389,50964,8
deposit,40,50968,2
deposit,392,50972,17
dispute,539,19904
deposit,642,50974,9
chargeback,539,19904
dispute,470,13406
deposit,956,50979,3
deposit,392,50981,16
chargeback,470,13406
deposit,440,50986,0
withdrawal,683,50998,4
withdrawal,152,50999,0
withdrawal,225,51002,5
deposit,320,51003,15
withdrawal,322,51006,1
withdrawal,486,51010,16
withdrawal,307,51015,8
deposit,781,51025,2
deposit,96,51032,17
deposit,104,51033,2
deposit,183,51035,10
deposit,391,51037,17
withdrawal,464,51038,5
withdrawal,410,51039,12
deposit,929,51043,5
dispute,631,4138
withdrawal,979,51055,12
chargeback,631,4138
deposit,544,51062,18
withdrawal,811,51063,7
deposit,661,51071,7
dispute,621,4289
deposit,606,51075,4
deposit,804,51076,13
withdrawal,183,51080,4
deposit,922,51084,12
withdrawal,867,51087,12
withdrawal,77,51091,14
deposit,566,51092,16
chargeback,621,4289
withdrawal,391,51094,17
deposit,390,51096,9
deposit,97,51101,5
withdrawal,386,51103,5
withdrawal,96,51106,7
dispute,716,47015
resolve,716,47015
withdrawal,322,51111,10
withdrawal,80,51112,2
withdrawal,676,51113,0
withdrawal,385,51117,3
withdrawal,388,51118,14
deposit,125,51120,13
deposit,585,51127,5
withdrawal,781,51131,16
withdrawal,748,51137,15
deposit,842,51139,1
withdrawal,781,51140,5
withdrawal,43,51146,8
withdrawal,751,51149,17
deposit,113,51150,4
deposit,856,51171,6
withdrawal,666,51176,0
withdrawal,569,51178,7
deposit,839,51179,10
deposit,4,51181,7
deposit,183,51194,5
withdrawal,111,51196,10
withdrawal,125,51198,15
deposit,965,51205,2
deposit,257,51208,1
withdrawal,66,51215,18
deposit,285,51218,12
withdrawal,588,51219,14
dispute,669,14482
withdrawal,298,51223,17
deposit,574,51233,12
chargeback,669,14482
deposit,212,51239,11
deposit,97,51245,0
withdrawal,376,51253,17
withdrawal,780,51254,12
deposit,763,51255,16
withdrawal,2,51266,18
deposit,942,51272,5
withdrawal,822,51274,9
deposit,179,51279,13
dispute,743,14272
resolve,743,14272
deposit,996,51288,2
deposit,431,51291,12
withdrawal,434,51299,15
deposit,773,51300,14
deposit,479,51309,0
deposit,134,51311,1
withdrawal,607,51317,15
withdrawal,742,51321,5
withdrawal,243,51325,14
withdrawal,59,51326,6
dispute,297,48243
chargeback,297,48243
deposit,153,51335,1
withdrawal,665,51342,18
deposit,781,51355,17
withdrawal,899,51360,10
deposit,689,51361,5
withdrawal,486,51364,0
deposit,566,51367,7
deposit,968,51377,14
deposit,346,51389,17
deposit,773,51390,11
withdrawal,286,51397,8
deposit,453,51400,9
deposit,665,51404,2
deposit,43,51405,11
withdrawal,777,51408,10
deposit,929,51410,16
deposit,311,51416,7
deposit,388,51425,2
dispute,109,45021
deposit,125,51427,0
deposit,606,51430,15
deposit,66,51432,9
withdrawal,449,51433,6
chargeback,109,45021
withdrawal,532,51437,4
deposit,307,51438,14
withdrawal,158,51448,19
deposit,391,51449,7
deposit,454,51454,4
withdrawal,942,51455,18
dispute,257,36395
resolve,257,36395
deposit,168,51465,2
deposit,833,51467,18
withdrawal,865,51471,16
withdrawal,780,51472,9
deposit,4,51477,2
deposit,30,51478,1
deposit,832,51481,18
withdrawal,870,51482,16
withdrawal,909,51486,5
withdrawal,899,51487,0
withdrawal,350,51492,12
withdrawal,961,51498,15
withdrawal,208,51499,7
withdrawal,671,51503,7
deposit,652,51506,12
deposit,111,51511,15
deposit,856,51526,9
deposit,989,51529,10
withdrawal,476,51544,3
deposit,761,51546,14
deposit,355,51550,14
deposit,839,51552,14
deposit,479,51558,15
deposit,341,51561,14
deposit,387,51565,8
withdrawal,616,51570,5
withdrawal,464,51572,1
deposit,793,51574,1
withdrawal,331,51578,18
deposit,253,51583,17
withdrawal,164,51587,0
deposit,320,51590,0
withdrawal,488,51591,15
deposit,9,51593,3
withdrawal,125,51594,14
withdrawal,119,51596,19
deposit,947,51597,1
deposit,464,51598,4
deposit,694,51600,18
deposit,281,51601,16
deposit,839,51605,6
withdrawal,576,51610,5
deposit,773,51611,19
deposit,186,51612,5
dispute,566,18549
deposit,942,51624,14
chargeback,566,18549
deposit,476,51627,8
deposit,358,51637,3
withdrawal,652,51640,17
deposit,822,51642,15
deposit,617,51643,19
dispute,48,50612
chargeback,48,50612
deposit,282,51652,9
deposit,585,51654,10
deposit,440,51661,4
withdrawal,743,51665,6
deposit,459,51668,15
deposit,845,51669,10
withdrawal,409,51671,6
withdrawal,459,51672,7
withdrawal,350,51673,17
withdrawal,786,51674,11
withdrawal,80,51675,1
deposit,97,51679,2
withdrawal,601,51680,19
withdrawal,763,51681,9
withdrawal,852,51682,19
deposit,696,51684,12
withdrawal,419,51686,18
deposit,879,51689,3
withdrawal,660,51692,13
withdrawal,549,51696,5
withdrawal,488,51702,0
deposit,810,51703,19
deposit,756,51705,9
withdrawal,523,51708,1
deposit,14,51714,3
withdrawal,42,51717,1
withdrawal,832,51725,17
withdrawal,751,51727,16
withdrawal,351,51728,9
withdrawal,843,51729,9
dispute,419,8594
deposit,270,51732,0
resolve,419,8594
deposit,145,51735,2
deposit,543,51739,15
deposit,666,51744,6
deposit,682,51751,11
deposit,92,51753,7
deposit,201,51756,1
deposit,846,51760,17
withdrawal,832,51761,8
deposit,320,51763,3
withdrawal,183,51764,6
deposit,257,51769,16
deposit,842,51773,10
withdrawal,329,51783,2
withdrawal,617,51786,19
deposit,829,51791,15
withdrawal,370,51794,12
withdrawal,630,51795,16
withdrawal,751,51809,0
withdrawal,661,51811,7
deposit,860,51814,11
deposit,569,51815,8
deposit,743,51818,15
withdrawal,696,51821,1
withdrawal,102,51827,3
deposit,346,51834,11
deposit,225,51835,9
deposit,476,51857,3
withdrawal,43,51858,14
dispute,862,3185
withdrawal,327,51862,1
deposit,440,51863,7
deposit,351,51868,11
deposit,355,51878,18
deposit,212,51879,0
withdrawal,936,51889,9
chargeback,862,3185
withdrawal,314,51894,6
deposit,629,51901,0
withdrawal,829,51902,1
deposit,329,51906,3
dispute,915,1572
resolve,915,1572
withdrawal,331,51923,6
withdrawal,298,51926,17
withdrawal,153,51927,15
deposit,555,51930,14
withdrawal,804,51931,14
deposit,985,51932,14
withdrawal,386,51933,0
deposit,963,51934,1
withdrawal,852,51935,18
deposit,692,51941,11
withdrawal,212,51943,1
withdrawal,985,51948,3
withdrawal,462,51950,0
withdrawal,867,51954,15
deposit,40,51957,10
deposit,852,51961,7
deposit,399,51972,7
deposit,903,51974,8
deposit,175,51977,7
deposit,158,51981,16
withdrawal,329,51983,9
dispute,322,10983
deposit,414,51988,16
deposit,689,51992,3
resolve,322,10983
deposit,661,51997,18
dispute,742,48550
withdrawal,298,52006,16
deposit,826,52008,6
withdrawal,281,52012,4
deposit,532,52015,4
withdrawal,585,52019,3
deposit,461,52028,13
withdrawal,630,52033,4
resolve,742,48550
withdrawal,607,52037,7
dispute,694,10421
deposit,28,52044,5
deposit,652,52054,2
deposit,549,52059,12
withdrawal,320,52064,9
chargeback,694,10421
withdrawal,55,52067,16
deposit,748,52072,9
deposit,391,52074,3
withdrawal,358,52083,0
withdrawal,148,52085,0
deposit,179,52091,16
withdrawal,764,52108,6
withdrawal,476,52109,19
dispute,454,29331
deposit,341,52115,6
deposit,936,52119,17
deposit,588,52121,16
deposit,488,52125,14
dispute,24,36356
withdrawal,7,52127,9
deposit,359,52129,3
deposit,351,52132,4
withdrawal,320,52139,2
withdrawal,630,52140,11
resolve,454,29331
dispute,9,17930
deposit,544,52149,6
deposit,686,52150,15
withdrawal,187,52156,18
resolve,24,36356
withdrawal,399,52159,15
deposit,671,52163,11
dispute,773,28977
chargeback,9,17930
deposit,440,52166,16
deposit,210,52168,18
withdrawal,341,52170,7
dispute,12,13278
chargeback,773,28977
chargeback,12,13278
withdrawal,187,52181,9
withdrawal,59,52182,7
deposit,341,52183,10
withdrawal,40,52184,18
withdrawal,329,52189,1
withdrawal,943,52218,5
withdrawal,879,52221,9
deposit,845,52222,2
deposit,748,52224,14
deposit,666,52225,17
deposit,549,52228,17
withdrawal,280,52229,0
deposit,674,52234,1
deposit,341,52239,17
deposit,392,52240,16
deposit,370,52247,0
deposit,764,52256,15
withdrawal,329,52259,15
deposit,761,52265,8
deposit,492,52272,1
deposit,163,52280,2
withdrawal,341,52291,2
deposit,419,52292,10
deposit,777,52293,13
deposit,692,52295,19
deposit,472,52300,12
withdrawal,33,52304,16
withdrawal,716,52305,8
withdrawal,838,52309,9
deposit,2,52311,3
deposit,148,52317,19
deposit,909,52324,11
deposit,607,52334,9
withdrawal,355,52336,6
withdrawal,28,52341,19
withdrawal,253,52343,2
deposit,659,52348,5
deposit,488,52352,2
deposit,320,52353,2
deposit,989,52361,16
deposit,912,52366,0
deposit,307,52369,11
deposit,935,52376,5
withdrawal,563,52378,11
withdrawal,660,52382,13
deposit,201,52384,12
dispute,240,35712
withdrawal,671,52388,7
resolve,240,35712
deposit,472,52395,17
deposit,2,52396,18
withdrawal,833,52398,10
withdrawal,617,52403,7
dispute,989,11737
deposit,282,52410,6
chargeback,989,11737
dispute,839,34992
deposit,52,52413,12
withdrawal,617,52421,1
withdrawal,414,52422,12
deposit,467,52427,11
dispute,780,33437
deposit,956,52429,17
withdrawal,686,52435,9
resolve,839,34992
withdrawal,306,52448,10
deposit,618,52452,8
withdrawal,764,52464,0
withdrawal,392,52465,11
deposit,488,52469,8
withdrawal,585,52470,18
deposit,947,52473,14
withdrawal,175,52476,3
deposit,476,52481,10
deposit,856,52482,12
withdrawal,179,52483,11
withdrawal,777,52485,17
deposit,751,52486,6
withdrawal,359,52487,0
deposit,780,52488,17
chargeback,780,33437
deposit,741,52493,7
dispute,946,26610
withdrawal,158,52505,3
deposit,743,52509,15
dispute,113,8839
withdrawal,52,52518,6
chargeback,946,26610
dispute,42,49558
deposit,656,52547,9
deposit,391,52557,19
deposit,588,52561,11
deposit,213,52563,0
deposit,839,52573,9
deposit,213,52575,2
resolve,113,8839
deposit,286,52581,5
deposit,790,52589,19
deposit,942,52590,3
dispute,922,14286
chargeback,42,49558
withdrawal,606,52602,19
withdrawal,935,52603,15
withdrawal,265,52615,17
chargeback,922,14286
deposit,661,52621,3
dispute,676,46120
deposit,870,52625,2
chargeback,676,46120
deposit,306,52631,16
withdrawal,240,52633,6
deposit,793,52637,9
withdrawal,125,52639,11
withdrawal,929,52642,18
withdrawal,488,52644,1
withdrawal,311,52646,8
dispute,692,49765
deposit,25,52652,19
chargeback,692,49765
deposit,391,52661,18
withdrawal,320,52670,4
withdrawal,459,52674,1
deposit,30,52677,17
deposit,467,52681,9
withdrawal,461,52682,16
deposit,388,52688,13
dispute,601,45768
deposit,996,52699,14
deposit,601,52703,9
resolve,601,45768
deposit,281,52709,13
dispute,270,3132
withdrawal,399,52731,4
withdrawal,320,52735,17
deposit,532,52737,0
deposit,897,52741,16
withdrawal,493,52746,9
dispute,683,4624
withdrawal,588,52748,3
deposit,607,52749,19
deposit,899,52754,12
resolve,270,3132
deposit,59,52759,0
withdrawal,104,52761,9
chargeback,683,4624
deposit,929,52765,16
deposit,995,52766,5
deposit,132,52768,4
withdrawal,544,52769,10
withdrawal,763,52770,18
deposit,334,52771,5
withdrawal,434,52772,4
deposit,845,52773,9
withdrawal,454,52775,6
deposit,160,52777,14
deposit,453,52781,18
withdrawal,77,52785,14
dispute,580,2612
withdrawal,743,52793,12
deposit,38,52795,10
withdrawal,763,52801,8
deposit,175,52803,12
deposit,286,52805,7
dispute,331,44882
deposit,761,52813,14
resolve,580,2612
withdrawal,257,52821,15
chargeback,331,44882
withdrawal,860,52828,7
withdrawal,431,52829,10
withdrawal,355,52831,1
deposit,832,52836,5
deposit,175,52837,10
deposit,479,52838,7
deposit,630,52840,12
dispute,555,49233
withdrawal,111,52856,12
deposit,265,52861,7
deposit,341,52866,13
withdrawal,637,52867,17
resolve,555,49233
deposit,270,52881,14
deposit,414,52884,9
dispute,618,13745
resolve,618,13745
withdrawal,656,52896,9
deposit,585,52897,6
withdrawal,96,52907,14
withdrawal,80,52914,12
deposit,92,52917,8
withdrawal,995,52922,19
withdrawal,570,52926,3
dispute,240,29670
chargeback,240,29670
withdrawal,370,52941,19
deposit,102,52947,11
dispute,701,27599
resolve,701,27599
deposit,306,52955,3
withdrawal,464,52960,4
deposit,479,52961,10
withdrawal,961,52962,11
deposit,320,52966,14
withdrawal,463,52970,14
deposit,682,52971,10
withdrawal,113,52975,14
deposit,4,52979,4
deposit,389,52982,15
deposit,288,52994,13
deposit,224,52995,14
deposit,856,52997,17
withdrawal,461,52998,14
withdrawal,764,53000,10
deposit,282,53005,2
withdrawal,527,53008,7
deposit,254,53016,3
withdrawal,38,53017,11
withdrawal,125,53022,3
dispute,286,24498
withdrawal,558,53029,19
withdrawal,434,53031,7
withdrawal,935,53032,10
chargeback,286,24498
deposit,70,53039,11
withdrawal,544,53043,3
deposit,741,53051,7
withdrawal,805,53054,6
dispute,419,8594
withdrawal,370,53062,12
deposit,355,53066,13
withdrawal,52,53068,11
chargeback,419,8594
deposit,224,53078,12
deposit,320,53079,2
withdrawal,748,53083,12
deposit,568,53087,3
withdrawal,383,53091,13
withdrawal,629,53092,18
deposit,440,53093,7
deposit,329,53097,0
deposit,686,53099,16
deposit,225,53100,17
deposit,872,53104,16
withdrawal,385,53105,16
withdrawal,527,53110,4
withdrawal,544,53111,4
withdrawal,570,53112,18
withdrawal,440,53116,11
deposit,843,53122,1
withdrawal,208,53123,6
deposit,842,53124,13
withdrawal,742,53136,5
dispute,741,53051
deposit,580,53150,2
withdrawal,843,53154,12
resolve,741,53051
deposit,7,53161,8
withdrawal,449,53171,15
deposit,777,53173,17
dispute,585,19330
withdrawal,24,53185,18
resolve,585,19330
deposit,741,53195,14
deposit,14,53198,4
deposit,751,53204,10
withdrawal,350,53209,16
deposit,389,53215,12
withdrawal,761,53224,14
deposit,879,53226,6
withdrawal,461,53228,15
withdrawal,839,53230,13
deposit,793,53234,7
deposit,617,53239,5
deposit,488,53244,15
deposit,66,53246,1
deposit,66,53257,17
withdrawal,756,53265,4
withdrawal,306,53269,13
dispute,601,15309
withdrawal,102,53272,17
withdrawal,24,53278,15
deposit,826,53280,2
withdrawal,104,53282,3
chargeback,601,15309
deposit,996,53287,14
deposit,454,53293,1
deposit,111,53300,1
withdrawal,953,53309,1
deposit,576,53333,10
withdrawal,956,53334,10
deposit,968,53338,14
deposit,833,53342,17
dispute,805,37322
chargeback,805,37322
deposit,399,53356,12
deposit,523,53357,0
withdrawal,532,53360,12
deposit,298,53365,13
withdrawal,781,53366,17
deposit,224,53369,9
deposit,588,53375,15
withdrawal,686,53376,8
withdrawal,607,53383,1
deposit,942,53394,6
deposit,459,53407,12
deposit,298,53410,11
deposit,674,53412,5
withdrawal,23,53421,2
withdrawal,125,53424,12
deposit,385,53426,0
withdrawal,346,53428,17
deposit,665,53432,4
deposit,440,53433,16
withdrawal,472,53434,7
deposit,701,53435,6
dispute,134,17290
deposit,763,53444,1
dispute,52,17543
deposit,563,53451,6
withdrawal,822,53463,8
deposit,607,53464,5
deposit,38,53465,5
deposit,409,53471,11
deposit,320,53472,8
deposit,258,53474,5
deposit,208,53475,9
chargeback,134,17290
resolve,52,17543
deposit,666,53485,16
withdrawal,434,53493,17
deposit,243,53494,15
deposit,665,53498,18
deposit,454,53504,11
deposit,763,53505,15
withdrawal,4,53507,0
deposit,201,53523,13
deposit,341,53527,2
deposit,865,53540,19
withdrawal,160,53543,14
deposit,168,53547,6
withdrawal,890,53557,3
deposit,461,53570,19
withdrawal,558,53573,9
withdrawal,870,53576,8
dispute,618,8191
deposit,605,53582,17
chargeback,618,8191
deposit,431,53591,0
deposit,153,53596,4
withdrawal,358,53606,6
deposit,388,53608,16
withdrawal,201,53609,5
withdrawal,201,53615,19
deposit,376,53618,19
deposit,7,53620,9
deposit,606,53627,4
deposit,786,53629,19
withdrawal,25,53637,9
deposit,796,53646,18
deposit,756,53648,5
deposit,370,53649,3
dispute,186,3711
deposit,464,53657,12
deposit,258,53660,16
withdrawal,476,53666,3
deposit,55,53678,10
resolve,186,3711
deposit,398,53682,0
withdrawal,748,53683,14
withdrawal,227,53684,19
withdrawal,492,53686,11
withdrawal,472,53689,0
dispute,810,6797
resolve,810,6797
withdrawal,985,53696,2
deposit,308,53699,2
withdrawal,288,53700,19
deposit,903,53704,0
deposit,212,53707,17
deposit,186,53709,15
deposit,311,53710,13
withdrawal,912,53712,18
dispute,158,33520
deposit,462,53718,9
deposit,186,53721,7
chargeback,158,33520
deposit,355,53746,8
withdrawal,674,53751,7
deposit,388,53752,17
deposit,865,53759,7
dispute,145,44059
deposit,804,53772,16
deposit,642,53774,16
deposit,160,53775,12
chargeback,145,44059
deposit,113,53778,3
withdrawal,956,53780,16
withdrawal,132,53783,16
dispute,656,27470
resolve,656,27470
deposit,605,53794,14
deposit,479,53803,5
deposit,440,53808,0
withdrawal,607,53811,6
deposit,265,53812,5
withdrawal,842,53820,16
withdrawal,2,53821,18
withdrawal,965,53826,10
deposit,175,53831,10
dispute,327,24106
resolve,327,24106
withdrawal,544,53853,18
deposit,414,53857,2
deposit,879,53861,4
withdrawal,909,53863,1
withdrawal,555,53864,11
withdrawal,777,53865,11
deposit,671,53866,8
deposit,183,53867,8
deposit,856,53872,2
withdrawal,431,53875,11
withdrawal,270,53886,8
deposit,213,53894,18
deposit,257,53901,0
deposit,225,53905,1
dispute,449,34212
deposit,701,53917,13
withdrawal,914,53919,16
deposit,751,53920,12
resolve,449,34212
dispute,659,41152
deposit,392,53930,19
withdrawal,70,53935,14
withdrawal,440,53938,1
chargeback,659,41152
deposit,947,53950,5
withdrawal,567,53952,19
deposit,943,53954,5
deposit,55,53959,12
deposit,488,53962,18
dispute,23,35206
deposit,804,53970,19
chargeback,23,35206
dispute,160,32003
deposit,558,53979,1
chargeback,160,32003
deposit,756,53981,8
withdrawal,265,53985,19
withdrawal,689,53988,8
withdrawal,545,53992,10
deposit,985,53993,3
withdrawal,179,54001,5
withdrawal,629,54012,16
deposit,512,54016,1
deposit,385,54019,0
deposit,43,54020,18
withdrawal,936,54025,11
dispute,132,40491
deposit,543,54030,10
withdrawal,265,54035,0
deposit,629,54036,16
deposit,616,54041,2
deposit,777,54046,14
chargeback,132,40491
deposit,440,54060,8
withdrawal,7,54061,13
withdrawal,409,54062,19
deposit,545,54063,2
deposit,956,54064,2
deposit,569,54066,4
deposit,308,54069,9
withdrawal,568,54071,15
withdrawal,306,54075,7
withdrawal,872,54081,2
withdrawal,796,54084,15
withdrawal,845,54098,12
deposit,567,54104,5
withdrawal,867,54105,3
withdrawal,842,54106,9
withdrawal,24,54108,2
withdrawal,168,54109,16
withdrawal,884,54111,8
withdrawal,751,54114,18
deposit,616,54117,16
deposit,613,54127,0
deposit,569,54130,13
withdrawal,674,54136,11
deposit,175,54137,12
deposit,942,54139,5
withdrawal,148,54143,15
deposit,555,54145,6
withdrawal,574,54146,2
withdrawal,148,54149,17
deposit,661,54152,13
deposit,881,54159,18
deposit,856,54163,0
deposit,493,54167,5
deposit,845,54168,11
withdrawal,558,54169,14
withdrawal,370,54174,9
withdrawal,652,54175,2
deposit,210,54178,6
dispute,201,2761
deposit,985,54188,14
deposit,265,54193,1
withdrawal,606,54194,17
deposit,656,54195,10
deposit,961,54196,14
withdrawal,574,54197,15
withdrawal,208,54200,16
deposit,555,54201,5
withdrawal,781,54204,19
chargeback,201,2761
dispute,671,41886
deposit,686,54216,16
withdrawal,210,54217,12
